Date,Year,Births,State
1993-01-01,1993,3467,Massachusetts
1993-02-01,1993,3276,Massachusetts
1993-03-01,1993,3612,Massachusetts
1993-04-01,1993,3143,Massachusetts
1993-05-01,1993,3252,Massachusetts
1993-06-01,1993,3348,Massachusetts
1993-07-01,1993,3758,Massachusetts
1993-08-01,1993,3804,Massachusetts
1993-09-01,1993,3783,Massachusetts
1993-10-01,1993,3577,Massachusetts
1993-11-01,1993,3398,Massachusetts
1993-12-01,1993,3731,Massachusetts
1993-01-01,1993,6080,Michigan
1993-02-01,1993,5717,Michigan
1993-03-01,1993,6492,Michigan
1993-04-01,1993,6181,Michigan
1993-05-01,1993,6303,Michigan
1993-06-01,1993,6413,Michigan
1993-07-01,1993,6691,Michigan
1993-08-01,1993,6546,Michigan
1993-09-01,1993,6471,Michigan
1993-10-01,1993,6230,Michigan
1993-11-01,1993,5900,Michigan
1993-12-01,1993,6229,Michigan
1993-01-01,1993,861,Minnesota
1993-02-01,1993,849,Minnesota
1993-03-01,1993,1009,Minnesota
1993-04-01,1993,969,Minnesota
1993-05-01,1993,1025,Minnesota
1993-06-01,1993,1003,Minnesota
1993-07-01,1993,982,Minnesota
1993-08-01,1993,1047,Minnesota
1993-09-01,1993,948,Minnesota
1993-10-01,1993,903,Minnesota
1993-11-01,1993,857,Minnesota
1993-12-01,1993,912,Minnesota
1993-01-01,1993,1786,Mississippi
1993-02-01,1993,1831,Mississippi
1993-03-01,1993,2072,Mississippi
1993-04-01,1993,1890,Mississippi
1993-05-01,1993,2003,Mississippi
1993-06-01,1993,1976,Mississippi
1993-07-01,1993,2097,Mississippi
1993-08-01,1993,2015,Mississippi
1993-09-01,1993,1942,Mississippi
1993-10-01,1993,1922,Mississippi
1993-11-01,1993,1854,Mississippi
1993-12-01,1993,1836,Mississippi
1993-01-01,1993,1678,Missouri
1993-02-01,1993,1696,Missouri
1993-03-01,1993,1888,Missouri
1993-04-01,1993,1742,Missouri
1993-05-01,1993,1818,Missouri
1993-06-01,1993,1940,Missouri
1993-07-01,1993,1976,Missouri
1993-08-01,1993,1944,Missouri
1993-09-01,1993,2011,Missouri
1993-10-01,1993,1914,Missouri
1993-11-01,1993,1835,Missouri
1993-12-01,1993,1961,Missouri
1993-01-01,1993,1162,Montana
1993-02-01,1993,1152,Montana
1993-03-01,1993,1405,Montana
1993-04-01,1993,1329,Montana
1993-05-01,1993,1429,Montana
1993-06-01,1993,1294,Montana
1993-07-01,1993,1379,Montana
1993-08-01,1993,1381,Montana
1993-09-01,1993,1303,Montana
1993-10-01,1993,1221,Montana
1993-11-01,1993,1176,Montana
1993-12-01,1993,1205,Montana
1993-01-01,1993,9668,Nebraska
1993-02-01,1993,8966,Nebraska
1993-03-01,1993,10188,Nebraska
1993-04-01,1993,10053,Nebraska
1993-05-01,1993,10165,Nebraska
1993-06-01,1993,10110,Nebraska
1993-07-01,1993,10625,Nebraska
1993-08-01,1993,10334,Nebraska
1993-09-01,1993,10077,Nebraska
1993-10-01,1993,9441,Nebraska
1993-11-01,1993,8789,Nebraska
1993-12-01,1993,9270,Nebraska
1993-01-01,1993,2296,Nevada
1993-02-01,1993,2171,Nevada
1993-03-01,1993,2354,Nevada
1993-04-01,1993,2311,Nevada
1993-05-01,1993,2252,Nevada
1993-06-01,1993,2368,Nevada
1993-07-01,1993,2521,Nevada
1993-08-01,1993,2490,Nevada
1993-09-01,1993,2356,Nevada
1993-10-01,1993,2344,Nevada
1993-11-01,1993,2189,Nevada
1993-12-01,1993,2200,Nevada
1993-01-01,1993,23020,New Hampshire
1993-02-01,1993,21929,New Hampshire
1993-03-01,1993,24524,New Hampshire
1993-04-01,1993,23446,New Hampshire
1993-05-01,1993,24685,New Hampshire
1993-06-01,1993,23828,New Hampshire
1993-07-01,1993,25122,New Hampshire
1993-08-01,1993,24207,New Hampshire
1993-09-01,1993,23949,New Hampshire
1993-10-01,1993,23125,New Hampshire
1993-11-01,1993,21589,New Hampshire
1993-12-01,1993,22968,New Hampshire
1993-01-01,1993,699,New Mexico
1993-02-01,1993,683,New Mexico
1993-03-01,1993,732,New Mexico
1993-04-01,1993,743,New Mexico
1993-05-01,1993,714,New Mexico
1993-06-01,1993,723,New Mexico
1993-07-01,1993,765,New Mexico
1993-08-01,1993,836,New Mexico
1993-09-01,1993,751,New Mexico
1993-10-01,1993,709,New Mexico
1993-11-01,1993,614,New Mexico
1993-12-01,1993,721,New Mexico
1993-01-01,1993,3771,North Carolina
1993-02-01,1993,3570,North Carolina
1993-03-01,1993,3906,North Carolina
1993-04-01,1993,3723,North Carolina
1993-05-01,1993,3808,North Carolina
1993-06-01,1993,3924,North Carolina
1993-07-01,1993,3995,North Carolina
1993-08-01,1993,4078,North Carolina
1993-09-01,1993,3957,North Carolina
1993-10-01,1993,3914,North Carolina
1993-11-01,1993,3713,North Carolina
1993-12-01,1993,3884,North Carolina
1993-01-01,1993,3312,North Dakota
1993-02-01,1993,3145,North Dakota
1993-03-01,1993,3569,North Dakota
1993-04-01,1993,3385,North Dakota
1993-05-01,1993,3714,North Dakota
1993-06-01,1993,3593,North Dakota
1993-07-01,1993,3530,North Dakota
1993-08-01,1993,3696,North Dakota
1993-09-01,1993,3502,North Dakota
1993-10-01,1993,3389,North Dakota
1993-11-01,1993,3241,North Dakota
1993-12-01,1993,3500,North Dakota
1993-01-01,1993,13306,Ohio
1993-02-01,1993,12412,Ohio
1993-03-01,1993,13909,Ohio
1993-04-01,1993,13506,Ohio
1993-05-01,1993,13854,Ohio
1993-06-01,1993,13247,Ohio
1993-07-01,1993,14177,Ohio
1993-08-01,1993,14022,Ohio
1993-09-01,1993,13858,Ohio
1993-10-01,1993,13200,Ohio
1993-11-01,1993,12394,Ohio
1993-12-01,1993,12877,Ohio
1993-01-01,1993,1149,Oklahoma
1993-02-01,1993,1058,Oklahoma
1993-03-01,1993,1190,Oklahoma
1993-04-01,1993,1243,Oklahoma
1993-05-01,1993,1244,Oklahoma
1993-06-01,1993,1194,Oklahoma
1993-07-01,1993,1236,Oklahoma
1993-08-01,1993,1197,Oklahoma
1993-09-01,1993,1183,Oklahoma
1993-10-01,1993,1171,Oklahoma
1993-11-01,1993,1040,Oklahoma
1993-12-01,1993,1071,Oklahoma
1993-01-01,1993,4528,Oregon
1993-02-01,1993,4193,Oregon
1993-03-01,1993,4602,Oregon
1993-04-01,1993,4270,Oregon
1993-05-01,1993,4337,Oregon
1993-06-01,1993,4322,Oregon
1993-07-01,1993,4805,Oregon
1993-08-01,1993,4772,Oregon
1993-09-01,1993,4683,Oregon
1993-10-01,1993,4506,Oregon
1993-11-01,1993,4243,Oregon
1993-12-01,1993,4574,Oregon
1993-01-01,1993,820,Pennsylvania
1993-02-01,1993,809,Pennsylvania
1993-03-01,1993,960,Pennsylvania
1993-04-01,1993,862,Pennsylvania
1993-05-01,1993,970,Pennsylvania
1993-06-01,1993,950,Pennsylvania
1993-07-01,1993,911,Pennsylvania
1993-08-01,1993,958,Pennsylvania
1993-09-01,1993,947,Pennsylvania
1993-10-01,1993,873,Pennsylvania
1993-11-01,1993,798,Pennsylvania
1993-12-01,1993,861,Pennsylvania
1993-01-01,1993,25712,Rhode Island
1993-02-01,1993,23930,Rhode Island
1993-03-01,1993,26211,Rhode Island
1993-04-01,1993,25237,Rhode Island
1993-05-01,1993,25909,Rhode Island
1993-06-01,1993,26451,Rhode Island
1993-07-01,1993,28147,Rhode Island
1993-08-01,1993,28840,Rhode Island
1993-09-01,1993,28758,Rhode Island
1993-10-01,1993,27359,Rhode Island
1993-11-01,1993,27085,Rhode Island
1993-12-01,1993,28432,Rhode Island
1993-01-01,1993,2802,South Carolina
1993-02-01,1993,2802,South Carolina
1993-03-01,1993,3191,South Carolina
1993-04-01,1993,3281,South Carolina
1993-05-01,1993,3224,South Carolina
1993-06-01,1993,3160,South Carolina
1993-07-01,1993,3355,South Carolina
1993-08-01,1993,3116,South Carolina
1993-09-01,1993,3232,South Carolina
1993-10-01,1993,3001,South Carolina
1993-11-01,1993,2907,South Carolina
1993-12-01,1993,3056,South Carolina
1993-01-01,1993,541,South Dakota
1993-02-01,1993,558,South Dakota
1993-03-01,1993,664,South Dakota
1993-04-01,1993,700,South Dakota
1993-05-01,1993,680,South Dakota
1993-06-01,1993,669,South Dakota
1993-07-01,1993,648,South Dakota
1993-08-01,1993,656,South Dakota
1993-09-01,1993,666,South Dakota
1993-10-01,1993,576,South Dakota
1993-11-01,1993,542,South Dakota
1993-12-01,1993,557,South Dakota
1993-01-01,1993,7742,Tennessee
1993-02-01,1993,7332,Tennessee
1993-03-01,1993,8173,Tennessee
1993-04-01,1993,7740,Tennessee
1993-05-01,1993,7861,Tennessee
1993-06-01,1993,8116,Tennessee
1993-07-01,1993,8348,Tennessee
1993-08-01,1993,8372,Tennessee
1993-09-01,1993,8269,Tennessee
1993-10-01,1993,7856,Tennessee
1993-11-01,1993,7407,Tennessee
1993-12-01,1993,7728,Tennessee
1993-01-01,1993,6222,Texas
1993-02-01,1993,5975,Texas
1993-03-01,1993,6828,Texas
1993-04-01,1993,6730,Texas
1993-05-01,1993,6813,Texas
1993-06-01,1993,6920,Texas
1993-07-01,1993,7042,Texas
1993-08-01,1993,6766,Texas
1993-09-01,1993,6567,Texas
1993-10-01,1993,6370,Texas
1993-11-01,1993,6008,Texas
1993-12-01,1993,6404,Texas
1993-01-01,1993,1764,Utah
1993-02-01,1993,1682,Utah
1993-03-01,1993,1856,Utah
1993-04-01,1993,1770,Utah
1993-05-01,1993,1780,Utah
1993-06-01,1993,1838,Utah
1993-07-01,1993,1922,Utah
1993-08-01,1993,1880,Utah
1993-09-01,1993,1933,Utah
1993-10-01,1993,1830,Utah
1993-11-01,1993,1681,Utah
1993-12-01,1993,1856,Utah
1993-01-01,1993,5491,Vermont
1993-02-01,1993,5267,Vermont
1993-03-01,1993,6118,Vermont
1993-04-01,1993,6052,Vermont
1993-05-01,1993,6077,Vermont
1993-06-01,1993,6014,Vermont
1993-07-01,1993,6296,Vermont
1993-08-01,1993,6035,Vermont
1993-09-01,1993,5940,Vermont
1993-10-01,1993,5688,Vermont
1993-11-01,1993,5302,Vermont
1993-12-01,1993,5487,Vermont
1993-01-01,1993,512,Virginia
1993-02-01,1993,474,Virginia
1993-03-01,1993,574,Virginia
1993-04-01,1993,616,Virginia
1993-05-01,1993,574,Virginia
1993-06-01,1993,524,Virginia
1993-07-01,1993,596,Virginia
1993-08-01,1993,539,Virginia
1993-09-01,1993,564,Virginia
1993-10-01,1993,541,Virginia
1993-11-01,1993,520,Virginia
1993-12-01,1993,521,Virginia
1994-01-01,1994,5258,Alabama
1994-02-01,1994,4747,Alabama
1994-03-01,1994,5046,Alabama
1994-04-01,1994,4618,Alabama
1994-05-01,1994,4907,Alabama
1994-06-01,1994,4931,Alabama
1994-07-01,1994,5383,Alabama
1994-08-01,1994,5577,Alabama
1994-09-01,1994,5329,Alabama
1994-10-01,1994,5109,Alabama
1994-11-01,1994,4828,Alabama
1994-12-01,1994,5206,Alabama
1994-01-01,1994,863,Alaska
1994-02-01,1994,831,Alaska
1994-03-01,1994,942,Alaska
1994-04-01,1994,850,Alaska
1994-05-01,1994,946,Alaska
1994-06-01,1994,940,Alaska
1994-07-01,1994,899,Alaska
1994-08-01,1994,971,Alaska
1994-09-01,1994,915,Alaska
1994-10-01,1994,852,Alaska
1994-11-01,1994,757,Alaska
1994-12-01,1994,912,Alaska
1994-01-01,1994,2823,Arizona
1994-02-01,1994,2611,Arizona
1994-03-01,1994,2967,Arizona
1994-04-01,1994,2630,Arizona
1994-05-01,1994,2676,Arizona
1994-06-01,1994,2853,Arizona
1994-07-01,1994,3015,Arizona
1994-08-01,1994,3317,Arizona
1994-09-01,1994,2960,Arizona
1994-10-01,1994,2860,Arizona
1994-11-01,1994,2947,Arizona
1994-12-01,1994,3059,Arizona
1994-01-01,1994,46931,Arkansas
1994-02-01,1994,43473,Arkansas
1994-03-01,1994,48699,Arkansas
1994-04-01,1994,45783,Arkansas
1994-05-01,1994,47499,Arkansas
1994-06-01,1994,46875,Arkansas
1994-07-01,1994,48287,Arkansas
1994-08-01,1994,49851,Arkansas
1994-09-01,1994,48880,Arkansas
1994-10-01,1994,48245,Arkansas
1994-11-01,1994,47099,Arkansas
1994-12-01,1994,46308,Arkansas
1994-01-01,1994,4243,California
1994-02-01,1994,4078,California
1994-03-01,1994,4671,California
1994-04-01,1994,4609,California
1994-05-01,1994,4711,California
1994-06-01,1994,4650,California
1994-07-01,1994,4750,California
1994-08-01,1994,4798,California
1994-09-01,1994,4507,California
1994-10-01,1994,4386,California
1994-11-01,1994,4300,California
1994-12-01,1994,4368,California
1994-01-01,1994,823,Colorado
1994-02-01,1994,824,Colorado
1994-03-01,1994,949,Colorado
1994-04-01,1994,817,Colorado
1994-05-01,1994,887,Colorado
1994-06-01,1994,852,Colorado
1994-07-01,1994,896,Colorado
1994-08-01,1994,933,Colorado
1994-09-01,1994,899,Colorado
1994-10-01,1994,878,Colorado
1994-11-01,1994,799,Colorado
1994-12-01,1994,854,Colorado
1994-01-01,1994,16264,Delaware
1994-02-01,1994,14681,Delaware
1994-03-01,1994,16265,Delaware
1994-04-01,1994,14785,Delaware
1994-05-01,1994,15317,Delaware
1994-06-01,1994,15152,Delaware
1994-07-01,1994,15860,Delaware
1994-08-01,1994,16770,Delaware
1994-09-01,1994,16869,Delaware
1994-10-01,1994,16582,Delaware
1994-11-01,1994,15641,Delaware
1994-12-01,1994,16468,Delaware
1994-01-01,1994,9171,District Of Columbia
1994-02-01,1994,8592,District Of Columbia
1994-03-01,1994,9548,District Of Columbia
1994-04-01,1994,8553,District Of Columbia
1994-05-01,1994,8858,District Of Columbia
1994-06-01,1994,8972,District Of Columbia
1994-07-01,1994,9666,District Of Columbia
1994-08-01,1994,9912,District Of Columbia
1994-09-01,1994,9811,District Of Columbia
1994-10-01,1994,9336,District Of Columbia
1994-11-01,1994,9138,District Of Columbia
1994-12-01,1994,9454,District Of Columbia
1994-01-01,1994,1706,Florida
1994-02-01,1994,1517,Florida
1994-03-01,1994,1714,Florida
1994-04-01,1994,1632,Florida
1994-05-01,1994,1640,Florida
1994-06-01,1994,1619,Florida
1994-07-01,1994,1600,Florida
1994-08-01,1994,1629,Florida
1994-09-01,1994,1666,Florida
1994-10-01,1994,1625,Florida
1994-11-01,1994,1616,Florida
1994-12-01,1994,1553,Florida
1994-01-01,1994,1384,Georgia
1994-02-01,1994,1248,Georgia
1994-03-01,1994,1515,Georgia
1994-04-01,1994,1510,Georgia
1994-05-01,1994,1546,Georgia
1994-06-01,1994,1598,Georgia
1994-07-01,1994,1509,Georgia
1994-08-01,1994,1454,Georgia
1994-09-01,1994,1480,Georgia
1994-10-01,1994,1442,Georgia
1994-11-01,1994,1396,Georgia
1994-12-01,1994,1444,Georgia
1994-01-01,1994,6608,Hawaii
1994-02-01,1994,6279,Hawaii
1994-03-01,1994,7101,Hawaii
1994-04-01,1994,6696,Hawaii
1994-05-01,1994,6909,Hawaii
1994-06-01,1994,6974,Hawaii
1994-07-01,1994,7293,Hawaii
1994-08-01,1994,7487,Hawaii
1994-09-01,1994,7030,Hawaii
1994-10-01,1994,6749,Hawaii
1994-11-01,1994,6612,Hawaii
1994-12-01,1994,6857,Hawaii
1994-01-01,1994,2873,Idaho
1994-02-01,1994,2853,Idaho
1994-03-01,1994,3226,Idaho
1994-04-01,1994,3145,Idaho
1994-05-01,1994,3248,Idaho
1994-06-01,1994,3044,Idaho
1994-07-01,1994,3328,Idaho
1994-08-01,1994,3169,Idaho
1994-09-01,1994,3143,Idaho
1994-10-01,1994,3055,Idaho
1994-11-01,1994,2909,Idaho
1994-12-01,1994,3086,Idaho
1994-01-01,1994,2930,Illinois
1994-02-01,1994,2861,Illinois
1994-03-01,1994,3129,Illinois
1994-04-01,1994,3032,Illinois
1994-05-01,1994,3102,Illinois
1994-06-01,1994,3187,Illinois
1994-07-01,1994,3317,Illinois
1994-08-01,1994,3280,Illinois
1994-09-01,1994,3273,Illinois
1994-10-01,1994,3038,Illinois
1994-11-01,1994,3000,Illinois
1994-12-01,1994,3230,Illinois
1994-01-01,1994,4260,Indiana
1994-02-01,1994,4062,Indiana
1994-03-01,1994,4426,Indiana
1994-04-01,1994,4025,Indiana
1994-05-01,1994,4398,Indiana
1994-06-01,1994,4336,Indiana
1994-07-01,1994,4703,Indiana
1994-08-01,1994,4773,Indiana
1994-09-01,1994,4595,Indiana
1994-10-01,1994,4538,Indiana
1994-11-01,1994,4335,Indiana
1994-12-01,1994,4532,Indiana
1994-01-01,1994,5873,Iowa
1994-02-01,1994,5109,Iowa
1994-03-01,1994,5526,Iowa
1994-04-01,1994,5094,Iowa
1994-05-01,1994,5156,Iowa
1994-06-01,1994,5281,Iowa
1994-07-01,1994,5909,Iowa
1994-08-01,1994,6147,Iowa
1994-09-01,1994,6101,Iowa
1994-10-01,1994,5833,Iowa
1994-11-01,1994,5845,Iowa
1994-12-01,1994,5943,Iowa
1994-01-01,1994,1171,Kansas
1994-02-01,1994,1134,Kansas
1994-03-01,1994,1243,Kansas
1994-04-01,1994,1218,Kansas
1994-05-01,1994,1295,Kansas
1994-06-01,1994,1257,Kansas
1994-07-01,1994,1231,Kansas
1994-08-01,1994,1267,Kansas
1994-09-01,1994,1233,Kansas
1994-10-01,1994,1215,Kansas
1994-11-01,1994,1097,Kansas
1994-12-01,1994,1080,Kansas
1994-01-01,1994,5858,Kentucky
1994-02-01,1994,5681,Kentucky
1994-03-01,1994,6434,Kentucky
1994-04-01,1994,6123,Kentucky
1994-05-01,1994,6171,Kentucky
1994-06-01,1994,6173,Kentucky
1994-07-01,1994,6622,Kentucky
1994-08-01,1994,6628,Kentucky
1994-09-01,1994,6199,Kentucky
1994-10-01,1994,6167,Kentucky
1994-11-01,1994,5888,Kentucky
1994-12-01,1994,6027,Kentucky
1994-01-01,1994,6609,Louisiana
1994-02-01,1994,6329,Louisiana
1994-03-01,1994,7151,Louisiana
1994-04-01,1994,7042,Louisiana
1994-05-01,1994,7375,Louisiana
1994-06-01,1994,7232,Louisiana
1994-07-01,1994,7621,Louisiana
1994-08-01,1994,7395,Louisiana
1994-09-01,1994,6987,Louisiana
1994-10-01,1994,7071,Louisiana
1994-11-01,1994,6334,Louisiana
1994-12-01,1994,6641,Louisiana
1994-01-01,1994,10987,Maine
1994-02-01,1994,10489,Maine
1994-03-01,1994,12222,Maine
1994-04-01,1994,11595,Maine
1994-05-01,1994,12020,Maine
1994-06-01,1994,11744,Maine
1994-07-01,1994,12215,Maine
1994-08-01,1994,12172,Maine
1994-09-01,1994,11488,Maine
1994-10-01,1994,11184,Maine
1994-11-01,1994,10792,Maine
1994-12-01,1994,11120,Maine
1994-01-01,1994,4931,Maryland
1994-02-01,1994,4815,Maryland
1994-03-01,1994,5731,Maryland
1994-04-01,1994,5447,Maryland
1994-05-01,1994,5620,Maryland
1994-06-01,1994,5688,Maryland
1994-07-01,1994,5685,Maryland
1994-08-01,1994,5544,Maryland
1994-09-01,1994,5404,Maryland
1994-10-01,1994,5259,Maryland
1994-11-01,1994,4965,Maryland
1994-12-01,1994,5216,Maryland
1994-01-01,1994,3506,Massachusetts
1994-02-01,1994,3264,Massachusetts
1994-03-01,1994,3398,Massachusetts
1994-04-01,1994,3003,Massachusetts
1994-05-01,1994,3083,Massachusetts
1994-06-01,1994,3401,Massachusetts
1994-07-01,1994,3710,Massachusetts
1994-08-01,1994,3976,Massachusetts
1994-09-01,1994,3808,Massachusetts
1994-10-01,1994,3555,Massachusetts
1994-11-01,1994,3529,Massachusetts
1994-12-01,1994,3721,Massachusetts
1994-01-01,1994,5949,Michigan
1994-02-01,1994,5650,Michigan
1994-03-01,1994,6330,Michigan
1994-04-01,1994,5838,Michigan
1994-05-01,1994,6009,Michigan
1994-06-01,1994,6323,Michigan
1994-07-01,1994,6469,Michigan
1994-08-01,1994,6660,Michigan
1994-09-01,1994,6450,Michigan
1994-10-01,1994,5876,Michigan
1994-11-01,1994,5960,Michigan
1994-12-01,1994,6029,Michigan
1994-01-01,1994,854,Minnesota
1994-02-01,1994,832,Minnesota
1994-03-01,1994,987,Minnesota
1994-04-01,1994,941,Minnesota
1994-05-01,1994,1012,Minnesota
1994-06-01,1994,997,Minnesota
1994-07-01,1994,948,Minnesota
1994-08-01,1994,948,Minnesota
1994-09-01,1994,914,Minnesota
1994-10-01,1994,903,Minnesota
1994-11-01,1994,876,Minnesota
1994-12-01,1994,855,Minnesota
1994-01-01,1994,1811,Mississippi
1994-02-01,1994,1680,Mississippi
1994-03-01,1994,1970,Mississippi
1994-04-01,1994,1959,Mississippi
1994-05-01,1994,1951,Mississippi
1994-06-01,1994,2002,Mississippi
1994-07-01,1994,2084,Mississippi
1994-08-01,1994,2115,Mississippi
1994-09-01,1994,2044,Mississippi
1994-10-01,1994,1823,Mississippi
1994-11-01,1994,1907,Mississippi
1994-12-01,1994,1810,Mississippi
1994-01-01,1994,1904,Missouri
1994-02-01,1994,1820,Missouri
1994-03-01,1994,1960,Missouri
1994-04-01,1994,1926,Missouri
1994-05-01,1994,1955,Missouri
1994-06-01,1994,1970,Missouri
1994-07-01,1994,2031,Missouri
1994-08-01,1994,2164,Missouri
1994-09-01,1994,1978,Missouri
1994-10-01,1994,2047,Missouri
1994-11-01,1994,2053,Missouri
1994-12-01,1994,2103,Missouri
1994-01-01,1994,1132,Montana
1994-02-01,1994,1106,Montana
1994-03-01,1994,1277,Montana
1994-04-01,1994,1300,Montana
1994-05-01,1994,1357,Montana
1994-06-01,1994,1310,Montana
1994-07-01,1994,1400,Montana
1994-08-01,1994,1315,Montana
1994-09-01,1994,1319,Montana
1994-10-01,1994,1237,Montana
1994-11-01,1994,1186,Montana
1994-12-01,1994,1167,Montana
1994-01-01,1994,9429,Nebraska
1994-02-01,1994,8909,Nebraska
1994-03-01,1994,10185,Nebraska
1994-04-01,1994,9652,Nebraska
1994-05-01,1994,10009,Nebraska
1994-06-01,1994,9790,Nebraska
1994-07-01,1994,10531,Nebraska
1994-08-01,1994,10220,Nebraska
1994-09-01,1994,10060,Nebraska
1994-10-01,1994,9961,Nebraska
1994-11-01,1994,9336,Nebraska
1994-12-01,1994,9419,Nebraska
1994-01-01,1994,2217,Nevada
1994-02-01,1994,2049,Nevada
1994-03-01,1994,2403,Nevada
1994-04-01,1994,2164,Nevada
1994-05-01,1994,2349,Nevada
1994-06-01,1994,2363,Nevada
1994-07-01,1994,2418,Nevada
1994-08-01,1994,2476,Nevada
1994-09-01,1994,2379,Nevada
1994-10-01,1994,2308,Nevada
1994-11-01,1994,2206,Nevada
1994-12-01,1994,2259,Nevada
1994-01-01,1994,22574,New Hampshire
1994-02-01,1994,21502,New Hampshire
1994-03-01,1994,24306,New Hampshire
1994-04-01,1994,22397,New Hampshire
1994-05-01,1994,24009,New Hampshire
1994-06-01,1994,23717,New Hampshire
1994-07-01,1994,24797,New Hampshire
1994-08-01,1994,24376,New Hampshire
1994-09-01,1994,23692,New Hampshire
1994-10-01,1994,22993,New Hampshire
1994-11-01,1994,21633,New Hampshire
1994-12-01,1994,22396,New Hampshire
1994-01-01,1994,680,New Mexico
1994-02-01,1994,656,New Mexico
1994-03-01,1994,767,New Mexico
1994-04-01,1994,708,New Mexico
1994-05-01,1994,718,New Mexico
1994-06-01,1994,734,New Mexico
1994-07-01,1994,764,New Mexico
1994-08-01,1994,778,New Mexico
1994-09-01,1994,688,New Mexico
1994-10-01,1994,729,New Mexico
1994-11-01,1994,672,New Mexico
1994-12-01,1994,690,New Mexico
1994-01-01,1994,3823,North Carolina
1994-02-01,1994,3492,North Carolina
1994-03-01,1994,3918,North Carolina
1994-04-01,1994,3666,North Carolina
1994-05-01,1994,3637,North Carolina
1994-06-01,1994,3943,North Carolina
1994-07-01,1994,3908,North Carolina
1994-08-01,1994,4180,North Carolina
1994-09-01,1994,3980,North Carolina
1994-10-01,1994,3758,North Carolina
1994-11-01,1994,3586,North Carolina
1994-12-01,1994,3812,North Carolina
1994-01-01,1994,3236,North Dakota
1994-02-01,1994,3099,North Dakota
1994-03-01,1994,3616,North Dakota
1994-04-01,1994,3441,North Dakota
1994-05-01,1994,3694,North Dakota
1994-06-01,1994,3547,North Dakota
1994-07-01,1994,3684,North Dakota
1994-08-01,1994,3656,North Dakota
1994-09-01,1994,3465,North Dakota
1994-10-01,1994,3514,North Dakota
1994-11-01,1994,3397,North Dakota
1994-12-01,1994,3488,North Dakota
1994-01-01,1994,12749,Ohio
1994-02-01,1994,12212,Ohio
1994-03-01,1994,13580,Ohio
1994-04-01,1994,12727,Ohio
1994-05-01,1994,13342,Ohio
1994-06-01,1994,13289,Ohio
1994-07-01,1994,14076,Ohio
1994-08-01,1994,13932,Ohio
1994-09-01,1994,13325,Ohio
1994-10-01,1994,12920,Ohio
1994-11-01,1994,12469,Ohio
1994-12-01,1994,12450,Ohio
1994-01-01,1994,1134,Oklahoma
1994-02-01,1994,998,Oklahoma
1994-03-01,1994,1172,Oklahoma
1994-04-01,1994,1205,Oklahoma
1994-05-01,1994,1117,Oklahoma
1994-06-01,1994,1181,Oklahoma
1994-07-01,1994,1225,Oklahoma
1994-08-01,1994,1134,Oklahoma
1994-09-01,1994,1123,Oklahoma
1994-10-01,1994,1112,Oklahoma
1994-11-01,1994,1022,Oklahoma
1994-12-01,1994,1043,Oklahoma
1994-01-01,1994,4278,Oregon
1994-02-01,1994,3971,Oregon
1994-03-01,1994,4419,Oregon
1994-04-01,1994,4066,Oregon
1994-05-01,1994,4269,Oregon
1994-06-01,1994,4284,Oregon
1994-07-01,1994,4373,Oregon
1994-08-01,1994,4715,Oregon
1994-09-01,1994,4560,Oregon
1994-10-01,1994,4371,Oregon
1994-11-01,1994,4242,Oregon
1994-12-01,1994,4495,Oregon
1994-01-01,1994,841,Pennsylvania
